filename,width,height,class,xmin,ymin,xmax,ymax,image_id
Navid_488_jpg.rf.224b6684d75157f0cf0f2737232daf14.jpg,512,512,motorbike,116,173,125,184,208
Navid_488_jpg.rf.224b6684d75157f0cf0f2737232daf14.jpg,512,512,motorbike,104,173,112,183,208
Navid_488_jpg.rf.224b6684d75157f0cf0f2737232daf14.jpg,512,512,bus,1,156,28,185,208
Numan_(176)_jpg.rf.9b3a3138da349ecbbd27cff2fca7eef5.jpg,512,512,rickshaw,100,251,267,509,209
Numan_(176)_jpg.rf.9b3a3138da349ecbbd27cff2fca7eef5.jpg,512,512,rickshaw,201,155,291,350,209
Numan_(176)_jpg.rf.9b3a3138da349ecbbd27cff2fca7eef5.jpg,512,512,rickshaw,1,152,31,355,209
Numan_(176)_jpg.rf.9b3a3138da349ecbbd27cff2fca7eef5.jpg,512,512,rickshaw,147,133,198,226,209
Numan_(176)_jpg.rf.9b3a3138da349ecbbd27cff2fca7eef5.jpg,512,512,rickshaw,295,139,322,190,209
Numan_(176)_jpg.rf.9b3a3138da349ecbbd27cff2fca7eef5.jpg,512,512,rickshaw,369,156,396,227,209
Numan_(176)_jpg.rf.9b3a3138da349ecbbd27cff2fca7eef5.jpg,512,512,rickshaw,396,157,429,247,209
Numan_(176)_jpg.rf.9b3a3138da349ecbbd27cff2fca7eef5.jpg,512,512,rickshaw,292,108,328,140,209
Numan_(176)_jpg.rf.9b3a3138da349ecbbd27cff2fca7eef5.jpg,512,512,rickshaw,243,142,277,166,209
Dipto_ 316_jpg.rf.ee473ae431dbe1aaa0b6904be9dc47f4.jpg,512,512,pickup,230,155,294,315,210
Dipto_ 316_jpg.rf.ee473ae431dbe1aaa0b6904be9dc47f4.jpg,512,512,truck,346,192,412,280,210
Numan_(492)_jpg.rf.9823f9365d91f28975f0ca60a963b491.jpg,512,512,car,202,178,438,263,211
Numan_(492)_jpg.rf.9823f9365d91f28975f0ca60a963b491.jpg,512,512,rickshaw,178,159,238,223,211
Numan_(492)_jpg.rf.9823f9365d91f28975f0ca60a963b491.jpg,512,512,wheelbarrow,84,181,164,219,211
Numan_(492)_jpg.rf.9823f9365d91f28975f0ca60a963b491.jpg,512,512,three wheelers (CNG),80,162,127,193,211
Numan_(492)_jpg.rf.9823f9365d91f28975f0ca60a963b491.jpg,512,512,three wheelers (CNG),139,164,181,204,211
Dipto_699_jpg.rf.4e9dc1310ee01b8fbcaeb94074935f01.jpg,512,512,three wheelers (CNG),346,325,395,375,212
Dipto_699_jpg.rf.4e9dc1310ee01b8fbcaeb94074935f01.jpg,512,512,three wheelers (CNG),280,322,301,341,212
Dipto_699_jpg.rf.4e9dc1310ee01b8fbcaeb94074935f01.jpg,512,512,three wheelers (CNG),303,322,327,341,212
Navid_215_jpg.rf.7f28cf2a24b58aed533246cf6a143634.jpg,512,512,car,251,282,295,349,213
Navid_215_jpg.rf.7f28cf2a24b58aed533246cf6a143634.jpg,512,512,motorbike,113,319,198,512,213
Navid_215_jpg.rf.7f28cf2a24b58aed533246cf6a143634.jpg,512,512,rickshaw,226,274,248,330,213
106_jpg.rf.353b56fa9e524fbe68d48d6fe18abda7.jpg,512,512,car,264,264,455,348,214
106_jpg.rf.353b56fa9e524fbe68d48d6fe18abda7.jpg,512,512,rickshaw,47,249,160,364,214
106_jpg.rf.353b56fa9e524fbe68d48d6fe18abda7.jpg,512,512,rickshaw,287,249,318,270,214
106_jpg.rf.353b56fa9e524fbe68d48d6fe18abda7.jpg,512,512,rickshaw,140,244,180,283,214
106_jpg.rf.353b56fa9e524fbe68d48d6fe18abda7.jpg,512,512,rickshaw,174,248,210,285,214
106_jpg.rf.353b56fa9e524fbe68d48d6fe18abda7.jpg,512,512,rickshaw,224,242,256,282,214
106_jpg.rf.353b56fa9e524fbe68d48d6fe18abda7.jpg,512,512,rickshaw,6,243,57,273,214
106_jpg.rf.353b56fa9e524fbe68d48d6fe18abda7.jpg,512,512,rickshaw,483,256,512,306,214
106_jpg.rf.353b56fa9e524fbe68d48d6fe18abda7.jpg,512,512,rickshaw,265,248,286,265,214
Dipto_524_jpg.rf.ee7fface20c0ff20ea5abfdfe37e4215.jpg,512,512,bus,302,65,485,456,215
Dipto_635_jpg.rf.c1447f4cba867bf336e6fc38e227b03b.jpg,512,512,truck,263,252,273,273,216
Pias (153)_jpg.rf.1b2e437a324cbe67dbd38c804cc886e0.jpg,512,512,minivan,224,293,330,428,217
Pias (153)_jpg.rf.1b2e437a324cbe67dbd38c804cc886e0.jpg,512,512,minivan,184,288,202,317,217
Pias (153)_jpg.rf.1b2e437a324cbe67dbd38c804cc886e0.jpg,512,512,car,197,300,226,336,217
Pias (153)_jpg.rf.1b2e437a324cbe67dbd38c804cc886e0.jpg,512,512,car,152,294,185,338,217
Pias (153)_jpg.rf.1b2e437a324cbe67dbd38c804cc886e0.jpg,512,512,motorbike,9,296,41,335,217
Pias (153)_jpg.rf.1b2e437a324cbe67dbd38c804cc886e0.jpg,512,512,three wheelers (CNG),57,277,101,333,217
Pias (153)_jpg.rf.1b2e437a324cbe67dbd38c804cc886e0.jpg,512,512,three wheelers (CNG),97,284,120,327,217
Pias (153)_jpg.rf.1b2e437a324cbe67dbd38c804cc886e0.jpg,512,512,three wheelers (CNG),121,284,131,320,217
Pias (153)_jpg.rf.1b2e437a324cbe67dbd38c804cc886e0.jpg,512,512,three wheelers (CNG),149,287,163,311,217
Dipto_ 131_jpg.rf.417eb8d203598447a71560e00ae483bf.jpg,512,512,pickup,185,277,266,473,218
Dipto_ 131_jpg.rf.417eb8d203598447a71560e00ae483bf.jpg,512,512,pickup,320,188,488,482,218
Dipto_ 131_jpg.rf.417eb8d203598447a71560e00ae483bf.jpg,512,512,pickup,270,212,346,397,218
Dipto_ 131_jpg.rf.417eb8d203598447a71560e00ae483bf.jpg,512,512,bus,70,237,178,392,218
Pias (34)_jpg.rf.179065abc42931b9ad544831d0bfe971.jpg,512,512,car,325,304,512,475,219
Pias (34)_jpg.rf.179065abc42931b9ad544831d0bfe971.jpg,512,512,three wheelers (CNG),245,268,301,431,219
Pias (34)_jpg.rf.179065abc42931b9ad544831d0bfe971.jpg,512,512,car,82,268,226,454,219
Pias (34)_jpg.rf.179065abc42931b9ad544831d0bfe971.jpg,512,512,car,299,269,343,326,219
Pias (34)_jpg.rf.179065abc42931b9ad544831d0bfe971.jpg,512,512,suv,213,257,247,311,219
Pias (34)_jpg.rf.179065abc42931b9ad544831d0bfe971.jpg,512,512,pickup,257,253,273,268,219
Numan_(411)_jpg.rf.39fa11756ca147f0f10d14fdae49e9fc.jpg,512,512,motorbike,131,227,176,256,220
Numan_(411)_jpg.rf.39fa11756ca147f0f10d14fdae49e9fc.jpg,512,512,bus,179,184,330,246,220
Numan_(411)_jpg.rf.39fa11756ca147f0f10d14fdae49e9fc.jpg,512,512,motorbike,401,225,416,243,220
Numan_(411)_jpg.rf.39fa11756ca147f0f10d14fdae49e9fc.jpg,512,512,three wheelers (CNG),366,222,383,235,220
Numan_(411)_jpg.rf.39fa11756ca147f0f10d14fdae49e9fc.jpg,512,512,minivan,428,223,445,234,220
182_jpg.rf.0367eb0849a8b4d42c04281cfd7f9aef.jpg,512,512,pickup,118,127,227,289,221
182_jpg.rf.0367eb0849a8b4d42c04281cfd7f9aef.jpg,512,512,truck,230,108,438,257,221
182_jpg.rf.0367eb0849a8b4d42c04281cfd7f9aef.jpg,512,512,bicycle,231,208,271,280,221
182_jpg.rf.0367eb0849a8b4d42c04281cfd7f9aef.jpg,512,512,motorbike,454,188,489,233,221
182_jpg.rf.0367eb0849a8b4d42c04281cfd7f9aef.jpg,512,512,motorbike,437,194,470,242,221
182_jpg.rf.0367eb0849a8b4d42c04281cfd7f9aef.jpg,512,512,motorbike,388,228,450,262,221
182_jpg.rf.0367eb0849a8b4d42c04281cfd7f9aef.jpg,512,512,auto rickshaw,192,174,221,194,221
182_jpg.rf.0367eb0849a8b4d42c04281cfd7f9aef.jpg,512,512,auto rickshaw,107,170,116,193,221
182_jpg.rf.0367eb0849a8b4d42c04281cfd7f9aef.jpg,512,512,pickup,38,160,63,204,221
Dipto_488_jpg.rf.910fd7cc3d66d8983039487de3ee0c98.jpg,512,512,bus,222,83,335,318,222
Dipto_488_jpg.rf.910fd7cc3d66d8983039487de3ee0c98.jpg,512,512,van,185,185,224,246,222
Dipto_488_jpg.rf.910fd7cc3d66d8983039487de3ee0c98.jpg,512,512,rickshaw,105,208,161,265,222
Dipto_488_jpg.rf.910fd7cc3d66d8983039487de3ee0c98.jpg,512,512,rickshaw,147,218,176,253,222
Numan_(112)_jpg.rf.13991b1afa8fbc43057b60a587a4a6ad.jpg,512,512,rickshaw,379,121,512,510,223
Numan_(112)_jpg.rf.13991b1afa8fbc43057b60a587a4a6ad.jpg,512,512,rickshaw,288,94,339,185,223
Numan_(112)_jpg.rf.13991b1afa8fbc43057b60a587a4a6ad.jpg,512,512,rickshaw,336,130,407,304,223
Numan_(112)_jpg.rf.13991b1afa8fbc43057b60a587a4a6ad.jpg,512,512,bus,411,28,511,138,223
Numan_(112)_jpg.rf.13991b1afa8fbc43057b60a587a4a6ad.jpg,512,512,rickshaw,362,87,392,121,223
Numan_(112)_jpg.rf.13991b1afa8fbc43057b60a587a4a6ad.jpg,512,512,rickshaw,340,89,376,136,223
Navid_718_jpg.rf.8f809c7d5fc12035bba2a5ce4317ce4a.jpg,512,512,motorbike,151,182,206,351,224
Navid_718_jpg.rf.8f809c7d5fc12035bba2a5ce4317ce4a.jpg,512,512,bus,55,153,105,251,224
Navid_718_jpg.rf.8f809c7d5fc12035bba2a5ce4317ce4a.jpg,512,512,car,49,202,55,217,224
Navid_718_jpg.rf.8f809c7d5fc12035bba2a5ce4317ce4a.jpg,512,512,rickshaw,19,201,32,235,224
Navid_718_jpg.rf.8f809c7d5fc12035bba2a5ce4317ce4a.jpg,512,512,three wheelers (CNG),33,201,39,215,224
Navid_718_jpg.rf.8f809c7d5fc12035bba2a5ce4317ce4a.jpg,512,512,three wheelers (CNG),39,201,44,215,224
Navid_718_jpg.rf.8f809c7d5fc12035bba2a5ce4317ce4a.jpg,512,512,three wheelers (CNG),44,201,49,216,224
Dipto_378_jpg.rf.dac95c10032a15184d55c7d0f13484ae.jpg,512,512,van,442,311,512,511,225
Dipto_378_jpg.rf.dac95c10032a15184d55c7d0f13484ae.jpg,512,512,van,217,283,246,329,225
Dipto_378_jpg.rf.dac95c10032a15184d55c7d0f13484ae.jpg,512,512,bus,327,209,417,383,225
Dipto_378_jpg.rf.dac95c10032a15184d55c7d0f13484ae.jpg,512,512,bus,252,207,324,364,225
Dipto_378_jpg.rf.dac95c10032a15184d55c7d0f13484ae.jpg,512,512,bus,225,266,236,281,225
Dipto_ 342_jpg.rf.c93524a7c440dab9fb1c03db10bf8080.jpg,512,512,truck,45,157,71,264,226
Dipto_ 342_jpg.rf.c93524a7c440dab9fb1c03db10bf8080.jpg,512,512,bus,1,148,45,270,226
Dipto_ 342_jpg.rf.c93524a7c440dab9fb1c03db10bf8080.jpg,512,512,suv,132,216,322,358,226
Dipto_ 342_jpg.rf.c93524a7c440dab9fb1c03db10bf8080.jpg,512,512,car,387,254,441,333,226
Dipto_ 342_jpg.rf.c93524a7c440dab9fb1c03db10bf8080.jpg,512,512,truck,367,184,425,251,226
Dipto_ 342_jpg.rf.c93524a7c440dab9fb1c03db10bf8080.jpg,512,512,motorbike,319,203,329,227,226
Dipto_ 342_jpg.rf.c93524a7c440dab9fb1c03db10bf8080.jpg,512,512,truck,302,173,350,226,226
Dipto_ 342_jpg.rf.c93524a7c440dab9fb1c03db10bf8080.jpg,512,512,truck,277,185,288,210,226
Dipto_ 342_jpg.rf.c93524a7c440dab9fb1c03db10bf8080.jpg,512,512,truck,224,175,238,194,226
Dipto_682_jpg.rf.ec008d60bd83d9af80dbb747c56e5812.jpg,512,512,truck,206,252,369,368,227
Dipto_682_jpg.rf.ec008d60bd83d9af80dbb747c56e5812.jpg,512,512,truck,158,293,189,315,227
Dipto_682_jpg.rf.ec008d60bd83d9af80dbb747c56e5812.jpg,512,512,truck,187,290,219,329,227
Dipto_682_jpg.rf.ec008d60bd83d9af80dbb747c56e5812.jpg,512,512,motorbike,165,313,190,336,227
Numan_(171)_jpg.rf.a29728f7157a229cd6a2b79672a3f4c4.jpg,512,512,rickshaw,204,172,312,465,228
Numan_(171)_jpg.rf.a29728f7157a229cd6a2b79672a3f4c4.jpg,512,512,rickshaw,95,168,153,266,228
Numan_(171)_jpg.rf.a29728f7157a229cd6a2b79672a3f4c4.jpg,512,512,rickshaw,159,166,204,284,228
Numan_(171)_jpg.rf.a29728f7157a229cd6a2b79672a3f4c4.jpg,512,512,rickshaw,347,179,459,392,228
Numan_(171)_jpg.rf.a29728f7157a229cd6a2b79672a3f4c4.jpg,512,512,rickshaw,57,158,102,236,228
Numan_(171)_jpg.rf.a29728f7157a229cd6a2b79672a3f4c4.jpg,512,512,rickshaw,45,155,69,197,228
Numan_(171)_jpg.rf.a29728f7157a229cd6a2b79672a3f4c4.jpg,512,512,rickshaw,1,147,24,232,228
Numan_(171)_jpg.rf.a29728f7157a229cd6a2b79672a3f4c4.jpg,512,512,wheelbarrow,1,300,72,494,228
23_jpg.rf.d15234e4e8260d8821836ff02adf2b25.jpg,512,512,motorbike,280,273,326,336,229
23_jpg.rf.d15234e4e8260d8821836ff02adf2b25.jpg,512,512,motorbike,98,280,131,317,229
23_jpg.rf.d15234e4e8260d8821836ff02adf2b25.jpg,512,512,motorbike,174,277,211,324,229
23_jpg.rf.d15234e4e8260d8821836ff02adf2b25.jpg,512,512,motorbike,228,275,252,309,229
23_jpg.rf.d15234e4e8260d8821836ff02adf2b25.jpg,512,512,motorbike,216,268,227,294,229
23_jpg.rf.d15234e4e8260d8821836ff02adf2b25.jpg,512,512,car,257,255,280,290,229
23_jpg.rf.d15234e4e8260d8821836ff02adf2b25.jpg,512,512,bus,245,248,268,260,229
Numan_(114)_jpg.rf.197fef378ce90af253ab90d29c634d28.jpg,512,512,bus,174,1,512,508,230
Numan_(114)_jpg.rf.197fef378ce90af253ab90d29c634d28.jpg,512,512,rickshaw,83,306,473,512,230
Numan_(114)_jpg.rf.197fef378ce90af253ab90d29c634d28.jpg,512,512,rickshaw,26,114,134,256,230
Numan_(114)_jpg.rf.197fef378ce90af253ab90d29c634d28.jpg,512,512,rickshaw,119,100,170,186,230
Pias (400)_jpg.rf.27270cf2bc86c4f29aa0d7f640db8718.jpg,512,512,bus,211,188,275,328,231
Pias (400)_jpg.rf.27270cf2bc86c4f29aa0d7f640db8718.jpg,512,512,truck,285,239,355,335,231
Dipto_ 333_jpg.rf.bb1b502e21d16a24b247fa945b0e32b1.jpg,512,512,bus,181,171,444,395,232
Navid_263_jpg.rf.59452e1e283a5e92a9cab586fb69a880.jpg,512,512,pickup,148,182,239,446,233
Navid_263_jpg.rf.59452e1e283a5e92a9cab586fb69a880.jpg,512,512,pickup,217,118,272,277,233
Navid_263_jpg.rf.59452e1e283a5e92a9cab586fb69a880.jpg,512,512,pickup,312,100,334,153,233
Navid_263_jpg.rf.59452e1e283a5e92a9cab586fb69a880.jpg,512,512,three wheelers (CNG),110,238,155,362,233
Navid_263_jpg.rf.59452e1e283a5e92a9cab586fb69a880.jpg,512,512,bus,9,141,111,362,233
Navid_263_jpg.rf.59452e1e283a5e92a9cab586fb69a880.jpg,512,512,car,197,148,219,186,233
Asraf_35_jpg.rf.df76a50812cbe8ca7f4edaed452f8f94.jpg,512,512,bus,2,160,512,511,234
Pias (260)_jpg.rf.d276f8a69297bfbb297eb47bf1347caa.jpg,512,512,three wheelers (CNG),231,295,512,511,235
Pias (260)_jpg.rf.d276f8a69297bfbb297eb47bf1347caa.jpg,512,512,three wheelers (CNG),178,236,227,329,235
Pias (260)_jpg.rf.d276f8a69297bfbb297eb47bf1347caa.jpg,512,512,three wheelers (CNG),146,236,170,287,235
Pias (260)_jpg.rf.d276f8a69297bfbb297eb47bf1347caa.jpg,512,512,minivan,222,236,435,374,235
Pias (260)_jpg.rf.d276f8a69297bfbb297eb47bf1347caa.jpg,512,512,bicycle,93,319,107,407,235
Pias (260)_jpg.rf.d276f8a69297bfbb297eb47bf1347caa.jpg,512,512,motorbike,128,270,148,323,235
Pias (260)_jpg.rf.d276f8a69297bfbb297eb47bf1347caa.jpg,512,512,motorbike,112,246,125,291,235
Pias (260)_jpg.rf.d276f8a69297bfbb297eb47bf1347caa.jpg,512,512,pickup,150,222,167,238,235
Pias (260)_jpg.rf.d276f8a69297bfbb297eb47bf1347caa.jpg,512,512,taxi,133,236,149,258,235
Pias (260)_jpg.rf.d276f8a69297bfbb297eb47bf1347caa.jpg,512,512,bus,133,214,151,238,235
Pias (260)_jpg.rf.d276f8a69297bfbb297eb47bf1347caa.jpg,512,512,van,194,232,225,259,235
Pias (260)_jpg.rf.d276f8a69297bfbb297eb47bf1347caa.jpg,512,512,car,435,263,510,303,235
Navid_451_jpg.rf.78441d5fcc9b11e072754efb9a055b70.jpg,512,512,suv,208,209,321,266,236
Navid_451_jpg.rf.78441d5fcc9b11e072754efb9a055b70.jpg,512,512,suv,38,215,102,242,236
Navid_451_jpg.rf.78441d5fcc9b11e072754efb9a055b70.jpg,512,512,three wheelers (CNG),107,213,134,233,236
Navid_451_jpg.rf.78441d5fcc9b11e072754efb9a055b70.jpg,512,512,car,192,216,212,228,236
Navid_451_jpg.rf.78441d5fcc9b11e072754efb9a055b70.jpg,512,512,suv,328,213,381,243,236
Navid_451_jpg.rf.78441d5fcc9b11e072754efb9a055b70.jpg,512,512,car,374,223,512,298,236
172_jpg.rf.1a98824755dcf210da39dc1ff682d497.jpg,512,512,truck,93,129,176,226,237
172_jpg.rf.1a98824755dcf210da39dc1ff682d497.jpg,512,512,truck,166,138,230,222,237
172_jpg.rf.1a98824755dcf210da39dc1ff682d497.jpg,512,512,truck,225,141,285,220,237
172_jpg.rf.1a98824755dcf210da39dc1ff682d497.jpg,512,512,truck,274,136,368,204,237
172_jpg.rf.1a98824755dcf210da39dc1ff682d497.jpg,512,512,bicycle,392,148,416,200,237
172_jpg.rf.1a98824755dcf210da39dc1ff682d497.jpg,512,512,motorbike,482,149,494,173,237
172_jpg.rf.1a98824755dcf210da39dc1ff682d497.jpg,512,512,auto rickshaw,493,142,508,169,237
Numan_(486)_jpg.rf.272cacc4193a1cb40e86c0aff858162a.jpg,512,512,wheelbarrow,113,178,197,225,238
Numan_(486)_jpg.rf.272cacc4193a1cb40e86c0aff858162a.jpg,512,512,three wheelers (CNG),286,156,409,240,238
Numan_(486)_jpg.rf.272cacc4193a1cb40e86c0aff858162a.jpg,512,512,rickshaw,175,152,222,204,238
Numan_(486)_jpg.rf.272cacc4193a1cb40e86c0aff858162a.jpg,512,512,van,235,153,297,188,238
Numan_(486)_jpg.rf.272cacc4193a1cb40e86c0aff858162a.jpg,512,512,three wheelers (CNG),402,163,456,200,238
Numan_(486)_jpg.rf.272cacc4193a1cb40e86c0aff858162a.jpg,512,512,car,126,160,160,183,238
Navid_748_jpg.rf.7f9dd5387d7552e2b79092acbd1ee268.jpg,512,512,ambulance,84,168,309,350,239
Navid_748_jpg.rf.7f9dd5387d7552e2b79092acbd1ee268.jpg,512,512,wheelbarrow,1,258,74,315,239
Navid_748_jpg.rf.7f9dd5387d7552e2b79092acbd1ee268.jpg,512,512,motorbike,358,221,391,267,239
Navid_748_jpg.rf.7f9dd5387d7552e2b79092acbd1ee268.jpg,512,512,motorbike,461,201,485,232,239
Navid_748_jpg.rf.7f9dd5387d7552e2b79092acbd1ee268.jpg,512,512,three wheelers (CNG),494,195,512,226,239
Navid_748_jpg.rf.7f9dd5387d7552e2b79092acbd1ee268.jpg,512,512,three wheelers (CNG),344,201,362,224,239
Navid_748_jpg.rf.7f9dd5387d7552e2b79092acbd1ee268.jpg,512,512,bicycle,442,211,461,231,239
Pias (466)_jpg.rf.6df769c794d9ca337ca46ee2a1ae95b1.jpg,512,512,truck,234,318,263,368,240
Pias (466)_jpg.rf.6df769c794d9ca337ca46ee2a1ae95b1.jpg,512,512,truck,259,313,276,357,240
Pias (466)_jpg.rf.6df769c794d9ca337ca46ee2a1ae95b1.jpg,512,512,truck,377,160,512,467,240
Dipto_687_jpg.rf.75716fbb4385fe44945bfb40e85aaa69.jpg,512,512,truck,207,321,256,430,241
Dipto_687_jpg.rf.75716fbb4385fe44945bfb40e85aaa69.jpg,512,512,truck,9,3,188,512,241
Dipto_687_jpg.rf.75716fbb4385fe44945bfb40e85aaa69.jpg,512,512,truck,183,349,207,426,241
Dipto_687_jpg.rf.75716fbb4385fe44945bfb40e85aaa69.jpg,512,512,auto rickshaw,204,385,252,510,241
Numan_(311)_JPG.rf.4b0ee74706c39fb95c675ec7f7d4fef8.jpg,512,512,suv,236,203,320,243,242
Numan_(311)_JPG.rf.4b0ee74706c39fb95c675ec7f7d4fef8.jpg,512,512,car,157,198,222,232,242
Numan_(311)_JPG.rf.4b0ee74706c39fb95c675ec7f7d4fef8.jpg,512,512,motorbike,337,210,359,235,242
Numan_(311)_JPG.rf.4b0ee74706c39fb95c675ec7f7d4fef8.jpg,512,512,bicycle,1,201,15,219,242
Numan_(311)_JPG.rf.4b0ee74706c39fb95c675ec7f7d4fef8.jpg,512,512,car,16,190,54,216,242
Numan_(311)_JPG.rf.4b0ee74706c39fb95c675ec7f7d4fef8.jpg,512,512,pickup,74,174,118,219,242
Numan_(311)_JPG.rf.4b0ee74706c39fb95c675ec7f7d4fef8.jpg,512,512,car,127,195,175,223,242
Numan_(311)_JPG.rf.4b0ee74706c39fb95c675ec7f7d4fef8.jpg,512,512,car,289,201,336,237,242
Numan_(311)_JPG.rf.4b0ee74706c39fb95c675ec7f7d4fef8.jpg,512,512,car,212,199,251,227,242
Numan_(311)_JPG.rf.4b0ee74706c39fb95c675ec7f7d4fef8.jpg,512,512,bus,447,184,512,216,242
Numan_(311)_JPG.rf.4b0ee74706c39fb95c675ec7f7d4fef8.jpg,512,512,car,58,189,75,212,242
Numan_(311)_JPG.rf.4b0ee74706c39fb95c675ec7f7d4fef8.jpg,512,512,bus,47,172,74,196,242
Numan_(311)_JPG.rf.4b0ee74706c39fb95c675ec7f7d4fef8.jpg,512,512,car,123,193,151,214,242
Dipto_ 139_jpg.rf.ccfde752b4c1bf04197b51940da8d7b9.jpg,512,512,pickup,184,292,244,422,243
Dipto_ 139_jpg.rf.ccfde752b4c1bf04197b51940da8d7b9.jpg,512,512,truck,258,288,309,384,243
Dipto_ 139_jpg.rf.ccfde752b4c1bf04197b51940da8d7b9.jpg,512,512,bus,242,310,255,352,243
Dipto_ 139_jpg.rf.ccfde752b4c1bf04197b51940da8d7b9.jpg,512,512,truck,258,313,265,355,243
Dipto_ 139_jpg.rf.ccfde752b4c1bf04197b51940da8d7b9.jpg,512,512,truck,314,303,354,344,243
Numan_(444)_jpg.rf.4c5b5e7084c7fecbfaf9cc5f787c80b4.jpg,512,512,car,2,214,123,262,244
Numan_(444)_jpg.rf.4c5b5e7084c7fecbfaf9cc5f787c80b4.jpg,512,512,car,280,222,400,261,244
Dipto_717_jpg.rf.0f633c59f2759b82180c482dd34916e1.jpg,512,512,three wheelers (CNG),209,345,253,380,245
Dipto_717_jpg.rf.0f633c59f2759b82180c482dd34916e1.jpg,512,512,motorbike,347,355,388,401,245
Navid_770_jpg.rf.a5126559374b465e45e6c3e7b412632c.jpg,512,512,three wheelers (CNG),460,209,489,240,246
Navid_770_jpg.rf.a5126559374b465e45e6c3e7b412632c.jpg,512,512,three wheelers (CNG),17,184,223,461,246
Navid_770_jpg.rf.a5126559374b465e45e6c3e7b412632c.jpg,512,512,car,230,218,266,243,246
Navid_770_jpg.rf.a5126559374b465e45e6c3e7b412632c.jpg,512,512,van,265,206,312,267,246
Navid_770_jpg.rf.a5126559374b465e45e6c3e7b412632c.jpg,512,512,human hauler,333,165,449,350,246
Navid_770_jpg.rf.a5126559374b465e45e6c3e7b412632c.jpg,512,512,motorbike,328,243,339,292,246
Dipto_643_jpg.rf.0727e7600b28f376eec9232ac50898c3.jpg,512,512,pickup,228,486,245,507,247
Dipto_643_jpg.rf.0727e7600b28f376eec9232ac50898c3.jpg,512,512,bus,236,435,249,475,247
Dipto_643_jpg.rf.0727e7600b28f376eec9232ac50898c3.jpg,512,512,bus,227,407,237,445,247
Dipto_643_jpg.rf.0727e7600b28f376eec9232ac50898c3.jpg,512,512,bus,240,394,252,425,247
Dipto_643_jpg.rf.0727e7600b28f376eec9232ac50898c3.jpg,512,512,bus,232,365,243,393,247
Dipto_643_jpg.rf.0727e7600b28f376eec9232ac50898c3.jpg,512,512,suv,246,425,253,440,247
Dipto_643_jpg.rf.0727e7600b28f376eec9232ac50898c3.jpg,512,512,three wheelers (CNG),217,390,222,404,247
Dipto_643_jpg.rf.0727e7600b28f376eec9232ac50898c3.jpg,512,512,three wheelers (CNG),221,370,225,382,247
Dipto_643_jpg.rf.0727e7600b28f376eec9232ac50898c3.jpg,512,512,motorbike,228,395,232,406,247
Dipto_643_jpg.rf.0727e7600b28f376eec9232ac50898c3.jpg,512,512,motorbike,227,375,230,385,247
Dipto_643_jpg.rf.0727e7600b28f376eec9232ac50898c3.jpg,512,512,motorbike,220,337,222,344,247
Dipto_643_jpg.rf.0727e7600b28f376eec9232ac50898c3.jpg,512,512,car,220,320,225,329,247
Dipto_643_jpg.rf.0727e7600b28f376eec9232ac50898c3.jpg,512,512,bus,210,300,218,322,247
Dipto_643_jpg.rf.0727e7600b28f376eec9232ac50898c3.jpg,512,512,rickshaw,215,321,218,331,247
Dipto_643_jpg.rf.0727e7600b28f376eec9232ac50898c3.jpg,512,512,car,212,280,216,287,247
Dipto_643_jpg.rf.0727e7600b28f376eec9232ac50898c3.jpg,512,512,car,202,244,205,249,247
Dipto_643_jpg.rf.0727e7600b28f376eec9232ac50898c3.jpg,512,512,bus,208,238,212,246,247
Dipto_643_jpg.rf.0727e7600b28f376eec9232ac50898c3.jpg,512,512,pickup,207,248,211,256,247
39_jpg.rf.4622baab700ebc458e5908680db235ab.jpg,512,512,bus,206,191,289,259,248
39_jpg.rf.4622baab700ebc458e5908680db235ab.jpg,512,512,car,151,226,185,247,248
39_jpg.rf.4622baab700ebc458e5908680db235ab.jpg,512,512,motorbike,89,231,106,247,248
Navid_670_jpg.rf.925e2b852e2b4adf7dac3f3a54f3a0d7.jpg,512,512,suv,431,269,512,415,249
Navid_670_jpg.rf.925e2b852e2b4adf7dac3f3a54f3a0d7.jpg,512,512,pickup,166,227,346,393,249
Navid_670_jpg.rf.925e2b852e2b4adf7dac3f3a54f3a0d7.jpg,512,512,three wheelers (CNG),2,222,108,381,249
Dipto_507_jpg.rf.d364fcea5f1310faaaec76202e0e5fed.jpg,512,512,pickup,302,176,326,314,250
Dipto_507_jpg.rf.d364fcea5f1310faaaec76202e0e5fed.jpg,512,512,pickup,325,56,395,411,250
Dipto_507_jpg.rf.d364fcea5f1310faaaec76202e0e5fed.jpg,512,512,bus,395,6,488,401,250
Dipto_507_jpg.rf.d364fcea5f1310faaaec76202e0e5fed.jpg,512,512,bus,246,185,299,340,250
Dipto_507_jpg.rf.d364fcea5f1310faaaec76202e0e5fed.jpg,512,512,bus,50,88,243,512,250
Navid_405_jpg.rf.dad36a8aa67867a0b7e1da0b66c8574f.jpg,512,512,three wheelers (CNG),376,262,490,337,251
Navid_405_jpg.rf.dad36a8aa67867a0b7e1da0b66c8574f.jpg,512,512,suv,290,264,358,300,251
Navid_405_jpg.rf.dad36a8aa67867a0b7e1da0b66c8574f.jpg,512,512,suv,359,270,384,292,251
Navid_405_jpg.rf.dad36a8aa67867a0b7e1da0b66c8574f.jpg,512,512,motorbike,157,267,183,298,251
